@RELATION code_smells_extended

@ATTRIBUTE loc NUMERIC
@ATTRIBUTE wmc NUMERIC
@ATTRIBUTE cbo NUMERIC
@ATTRIBUTE lcom NUMERIC
@ATTRIBUTE rfc NUMERIC
@ATTRIBUTE noc NUMERIC
@ATTRIBUTE totalmethodsqty NUMERIC
@ATTRIBUTE totalfieldsqty NUMERIC
@ATTRIBUTE is_functional_decomposition {yes,no}
@ATTRIBUTE is_data_class {yes,no}
@ATTRIBUTE is_lazy_class {yes,no}
@ATTRIBUTE is_spaghetti {yes,no}
@ATTRIBUTE is_swiss_army_knife {yes,no}
@ATTRIBUTE is_blob {yes,no}
@ATTRIBUTE has_long_method {yes,no}
@ATTRIBUTE has_long_parameter_list {yes,no}

@DATA
97,1,3,0,0,0,1,2,no,no,no,no,no,no,no,no
19,0,0,0,0,0,0,17,no,yes,no,no,no,no,no,no
10,2,9,0,6,0,2,1,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
4,2,1,1,0,0,2,0,no,no,yes,no,no,no,no,no
3,1,5,0,0,0,1,0,no,no,yes,no,no,no,no,no
17,1,2,0,0,0,1,4,no,no,no,no,no,no,no,no
9,2,8,0,3,0,2,1,no,no,yes,no,no,no,no,no
6,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
17,1,2,0,0,0,1,7,no,no,no,no,no,no,no,no
11,1,1,0,0,0,1,7,no,no,no,no,no,no,no,no
72,14,19,0,37,0,1,9,no,no,no,no,no,no,no,no
22,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
7,1,8,0,0,0,1,2,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
3,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
3,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
238,57,13,226,31,0,28,18,no,no,no,no,no,no,no,yes
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
4,0,3,0,0,0,0,2,no,no,yes,no,no,no,no,no
28,8,6,28,10,0,8,1,no,no,no,no,no,no,no,no
3,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
20,6,1,2,5,0,4,2,no,no,no,no,no,no,no,no
24,4,20,2,11,0,4,6,no,no,no,no,no,no,no,no
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
25,5,8,4,1,0,5,5,no,no,no,no,no,no,no,no
18,4,9,1,8,0,3,3,no,no,no,no,no,no,no,no
34,3,12,0,14,0,1,4,no,no,no,no,no,no,no,no
5,3,2,3,0,0,3,0,no,no,no,no,no,no,no,no
11,3,15,3,0,0,3,0,no,no,no,no,no,no,no,no
36,5,6,1,11,0,3,1,no,no,no,no,no,no,no,no
4,0,2,0,0,0,0,2,no,no,yes,no,no,no,no,no
4,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
19,1,4,0,0,0,1,15,no,yes,no,no,no,no,no,no
48,9,10,1,18,0,7,3,no,no,no,no,no,no,no,no
90,15,23,4,49,0,5,6,no,no,no,no,no,no,no,no
11,3,2,3,0,0,3,0,no,no,no,no,no,no,no,no
8,1,8,0,7,0,1,1,no,no,yes,no,no,no,no,no
4,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
10,2,2,1,2,0,2,0,no,no,yes,no,no,no,no,no
4,1,5,0,0,0,1,1,no,no,yes,no,no,no,no,no
3,1,4,0,0,0,1,0,no,no,yes,no,no,no,no,no
25,2,7,0,17,0,1,1,no,no,yes,no,no,no,no,no
7,1,2,0,0,0,1,3,no,no,no,no,no,no,no,no
33,7,7,13,8,0,6,9,no,no,no,no,no,no,no,no
5,1,3,0,2,0,1,0,no,no,yes,no,no,no,no,no
4,2,4,1,0,0,2,0,no,no,yes,no,no,no,no,no
13,1,7,0,8,0,1,1,no,no,yes,no,no,no,no,no
17,2,2,1,3,0,2,0,no,no,yes,no,no,no,no,no
15,3,10,3,4,0,3,2,no,no,no,no,no,no,no,no
77,12,28,0,25,0,9,7,no,no,no,no,no,no,no,yes
5,1,0,0,1,0,1,0,no,no,yes,no,no,no,no,no
108,21,21,3,41,0,6,6,no,no,no,no,no,no,no,no
27,5,33,2,11,0,5,5,no,no,no,no,no,no,no,no
60,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
36,5,37,0,15,0,5,7,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
289,82,17,562,22,0,37,23,no,no,no,no,no,no,yes,yes
68,6,4,1,8,0,3,1,no,no,no,no,no,no,no,no
12,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
17,1,2,0,0,0,1,7,no,no,no,no,no,no,no,no
5,1,19,0,1,0,1,0,no,no,yes,no,no,no,no,no
54,14,16,3,36,0,3,3,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
280,20,20,9,57,0,7,5,no,no,no,no,no,no,no,no
398,125,15,231,66,0,22,0,yes,no,no,no,no,no,yes,no
8,2,1,1,0,0,2,0,no,no,yes,no,no,no,no,no
221,40,14,0,34,0,9,30,no,no,no,no,no,no,no,no
6,0,3,0,0,0,0,4,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
8,2,3,1,0,0,2,0,no,no,yes,no,no,no,no,no
44,6,6,0,7,0,1,0,no,no,yes,no,no,no,no,no
10,1,7,0,13,0,1,1,no,no,yes,no,no,no,no,no
22,5,19,1,7,0,3,3,no,no,no,no,no,no,no,no
24,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
7,5,2,10,0,0,5,0,no,no,no,no,no,no,no,no
8,2,10,1,0,0,2,0,no,no,yes,no,no,no,no,no
11,1,1,0,0,0,1,7,no,no,no,no,no,no,no,no
6,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
37,1,1,0,0,0,1,33,no,yes,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
9,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
19,5,5,0,2,0,4,1,no,no,no,no,no,no,no,no
15,1,2,0,0,0,1,5,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
80,26,130,325,0,0,26,0,no,no,no,no,no,no,no,yes
170,23,74,19,70,0,11,25,no,no,no,no,no,no,no,no
36,9,11,0,18,0,1,2,no,no,yes,no,no,no,no,no
33,1,4,0,0,0,1,15,no,yes,no,no,no,no,no,no
19,5,4,1,5,0,3,1,no,no,no,no,no,no,no,no
114,22,47,0,34,0,19,5,no,no,no,no,no,no,no,yes
46,7,39,0,23,0,6,6,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
12,0,6,0,0,0,0,10,no,yes,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
30,9,5,0,7,0,3,1,no,no,no,no,no,no,no,no
776,165,62,733,175,0,47,10,no,no,no,yes,no,yes,no,no
81,13,14,4,12,0,4,3,no,no,no,no,no,no,no,no
21,6,5,0,5,0,6,1,no,no,no,no,no,no,no,no
14,1,5,0,9,0,1,9,no,yes,no,no,no,no,no,yes
5,3,1,3,0,0,3,0,no,no,no,no,no,no,no,no
124,13,5,0,11,0,2,10,no,no,no,no,no,no,no,no
33,1,2,0,0,0,1,5,no,no,no,no,no,no,no,no
18,3,3,1,3,0,3,1,no,no,no,no,no,no,no,no
124,29,26,5,45,0,10,7,no,no,no,no,no,no,no,yes
18,2,14,1,11,0,2,1,no,no,yes,no,no,no,no,no
6,4,4,6,0,0,4,0,no,no,no,no,no,no,no,no
16,1,2,0,8,0,1,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
13,4,0,1,2,0,2,0,no,no,yes,no,no,no,no,no
77,6,10,0,9,0,5,2,no,no,no,no,no,no,no,no
53,6,8,1,17,0,2,3,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
151,27,21,6,43,0,4,4,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
16,3,5,0,4,0,3,2,no,no,no,no,no,no,no,no
6,1,8,0,1,0,1,1,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
8,1,2,0,0,0,1,4,no,no,no,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
2,0,2,0,0,0,0,0,no,no,yes,no,no,no,no,no
36,9,0,12,0,0,9,4,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,2,0,0,0,0,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
6,1,8,0,2,0,1,1,no,no,yes,no,no,no,no,no
4,0,2,0,0,0,0,2,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
20,6,1,2,5,0,4,2,no,no,no,no,no,no,no,no
8,2,11,1,5,0,2,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
10,3,9,1,5,0,2,1,no,no,yes,no,no,no,no,no
5,0,4,0,0,0,0,3,no,no,no,no,no,no,no,no
4,2,1,1,0,0,2,0,no,no,yes,no,no,no,no,no
9,1,1,0,0,0,1,5,no,no,no,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
12,2,8,0,1,0,1,1,no,no,yes,no,no,no,no,no
45,11,1,1,0,0,7,3,no,no,no,no,no,no,no,no
118,21,24,0,44,0,7,6,no,no,no,no,no,no,no,no
51,9,36,0,37,0,1,5,no,no,no,no,no,no,no,no
9,2,7,0,1,0,2,1,no,no,yes,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
302,64,24,66,64,0,13,8,no,no,no,no,no,no,no,yes
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
66,13,26,0,23,0,5,7,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
156,27,6,249,0,0,27,25,no,no,no,no,no,no,no,yes
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
315,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
134,22,10,0,19,0,9,7,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
39,1,3,0,0,0,1,17,no,yes,no,no,no,no,no,no
4,2,1,1,0,0,2,0,no,no,yes,no,no,no,no,no
173,39,62,0,62,0,14,11,no,no,no,no,no,no,no,yes
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
107,10,14,0,15,0,8,3,no,no,no,no,no,no,no,no
27,6,6,3,10,0,3,1,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
35,9,5,4,0,0,9,4,no,no,no,no,no,no,no,no
3,1,5,0,0,0,1,0,no,no,yes,no,no,no,no,no
21,1,0,0,0,0,1,17,no,yes,no,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
417,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
34,9,11,6,21,0,4,2,no,no,no,no,no,no,no,yes
5,1,21,0,0,0,1,0,no,no,yes,no,no,no,no,yes
13,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
11,7,5,0,14,0,1,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
3,1,2,0,0,0,1,0,no,no,yes,no,no,no,no,no
11,1,1,0,0,0,1,7,no,no,no,no,no,no,no,no
14,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
9,2,2,1,0,0,2,1,no,no,yes,no,no,no,no,no
166,30,19,0,48,0,5,7,no,no,no,no,no,no,no,no
10,2,2,1,3,0,2,0,no,no,yes,no,no,no,no,no
5,0,2,0,0,0,0,3,no,no,no,no,no,no,no,no
5,1,2,0,3,0,1,0,no,no,yes,no,no,no,no,no
31,6,36,1,25,0,6,4,no,no,no,no,no,no,no,yes
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
17,3,7,3,6,0,3,1,no,no,no,no,no,no,no,no
6,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
45,8,12,0,23,0,1,4,no,no,no,no,no,no,no,no
3,1,4,0,0,0,1,0,no,no,yes,no,no,no,no,no
4,2,1,1,0,0,2,0,no,no,yes,no,no,no,no,no
46,13,1,0,2,0,9,2,no,no,no,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
5,0,4,0,0,0,0,3,no,no,no,no,no,no,no,no
52,11,11,0,23,0,8,4,no,no,no,no,no,no,no,yes
5,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,7,0,2,0,2,1,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
6,1,4,0,6,0,1,0,no,no,yes,no,no,no,no,no
12,0,4,0,0,0,0,10,no,yes,no,no,no,no,no,no
124,26,22,0,65,0,6,5,no,no,no,no,no,no,no,no
5,0,3,0,0,0,0,3,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
181,17,13,0,14,0,15,37,no,no,no,no,no,no,no,yes
13,3,9,1,5,0,3,1,no,no,no,no,no,no,no,no
26,3,10,1,11,0,3,3,no,no,no,no,no,no,no,no
17,4,2,0,5,0,3,2,no,no,no,no,no,no,no,no
3,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
188,39,35,7,64,0,7,10,no,no,no,no,no,no,no,no
2,0,2,0,0,0,0,0,no,no,yes,no,no,no,no,no
9,2,2,1,0,0,2,1,no,no,yes,no,no,no,no,no
37,6,11,0,13,0,3,3,no,no,no,no,no,no,no,no
18,5,5,0,5,0,5,1,no,no,no,no,no,no,no,no
37,4,26,0,16,0,2,15,no,yes,no,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
29,3,8,0,15,0,1,1,no,no,yes,no,no,no,no,no
15,3,10,3,3,0,3,2,no,no,no,no,no,no,no,no
11,1,1,0,0,0,1,7,no,no,no,no,no,no,no,no
15,1,1,0,0,0,1,11,no,yes,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
637,171,15,0,113,0,18,2,no,no,no,no,no,no,no,yes
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
99,7,9,1,13,0,3,1,no,no,no,no,no,no,no,no
2,0,1,0,0,0,0,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
153,27,28,17,58,0,7,3,no,no,no,no,no,no,no,yes
17,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
12,3,2,3,3,2,3,1,no,no,no,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
18,2,7,0,12,0,1,2,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
112,1,14,0,0,0,1,13,no,yes,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
47,10,1,25,0,0,10,8,no,no,no,no,no,no,no,yes
9,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
19,3,3,1,11,0,3,1,no,no,no,no,no,no,no,no
19,1,3,0,0,0,1,15,no,yes,no,no,no,no,no,no
37,10,1,0,2,0,7,2,no,no,no,no,no,no,no,no
31,6,33,7,13,0,6,6,no,no,no,no,no,no,no,no
12,10,5,45,0,0,10,0,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
4,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
12,1,1,0,0,0,1,8,no,no,no,no,no,no,no,no
25,3,18,1,8,0,2,1,no,no,yes,no,no,no,no,no
122,29,13,9,36,0,7,4,no,no,no,no,no,no,yes,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
318,69,24,66,58,0,13,6,no,no,no,no,no,no,no,yes
21,4,8,0,8,0,1,2,no,no,yes,no,no,no,no,no
7,5,2,10,0,0,5,0,no,no,no,no,no,no,no,no
79,15,24,8,36,0,5,5,no,no,no,no,no,no,no,no
8,2,1,1,0,0,2,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
314,55,42,33,65,0,10,16,no,no,no,no,no,no,yes,no
50,7,17,0,24,0,3,7,no,no,no,no,no,no,no,no
37,8,15,0,13,0,2,5,no,no,no,no,no,no,no,no
6,1,3,0,1,0,1,1,no,no,yes,no,no,no,no,no
20,1,0,0,1,0,1,16,no,yes,no,no,no,no,no,no
103,28,13,5,23,0,11,6,no,no,no,no,no,no,no,yes
3,1,5,0,0,0,1,0,no,no,yes,no,no,no,no,no
230,13,15,18,25,0,9,7,no,no,no,no,no,no,no,yes
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
5,1,2,0,1,0,1,0,no,no,yes,no,no,no,no,no
12,2,10,0,0,0,2,4,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
92,20,48,71,40,0,14,9,no,no,no,no,no,no,no,yes
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
3,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
231,19,26,1,41,0,3,6,no,no,no,no,no,no,no,yes
24,2,19,1,12,0,2,1,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
13,1,2,0,0,0,1,4,no,no,no,no,no,no,no,no
17,1,2,0,0,0,1,4,no,no,no,no,no,no,no,no
70,13,15,3,27,0,7,5,no,no,no,no,no,no,no,no
3,1,3,0,0,0,1,0,no,no,yes,no,no,no,no,no
56,11,14,12,19,0,8,4,no,no,no,no,no,no,no,no
26,3,30,0,13,0,2,7,no,no,no,no,no,no,no,no
69,7,6,1,11,0,3,13,no,no,no,no,no,no,no,no
9,1,1,0,0,0,1,5,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
5,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
13,1,1,0,0,0,1,9,no,yes,no,no,no,no,no,no
3,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
18,5,5,0,5,0,5,1,no,no,no,no,no,no,no,no
9,2,7,0,3,0,2,1,no,no,yes,no,no,no,no,no
45,12,1,9,6,0,7,5,no,no,no,no,no,no,no,no
71,9,9,13,15,0,7,4,no,no,no,no,no,no,no,no
8,6,5,15,0,0,6,0,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
16,1,1,0,0,0,1,12,no,yes,no,no,no,no,no,no
13,1,1,0,0,0,1,9,no,yes,no,no,no,no,no,no
51,1,2,0,0,0,1,2,no,no,no,no,no,no,no,no
13,11,2,55,0,0,11,0,no,no,no,no,no,no,no,no
6,4,2,6,0,0,4,0,no,no,no,no,no,no,no,no
9,1,1,0,0,0,1,5,no,no,no,no,no,no,no,no
15,1,3,0,0,0,1,11,no,yes,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
36,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
14,2,3,1,0,0,2,4,no,no,no,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
90,21,9,36,74,0,9,0,yes,no,no,no,no,no,no,no
16,1,7,0,13,0,1,1,no,no,yes,no,no,no,no,no
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
8,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
38,6,5,0,0,0,6,6,no,no,no,no,no,no,no,yes
41,4,10,1,22,0,3,1,no,no,no,no,no,no,no,no
8,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
3,1,4,0,0,0,1,0,no,no,yes,no,no,no,no,no
15,1,1,0,0,0,1,11,no,yes,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
20,6,2,15,7,0,6,0,no,no,no,no,no,no,no,no
17,4,6,3,5,0,3,4,no,no,no,no,no,no,no,no
45,6,3,1,18,0,2,0,no,no,yes,no,no,no,no,no
8,2,3,1,0,0,2,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
11,1,1,0,0,0,1,7,no,no,no,no,no,no,no,no
76,14,17,0,33,0,6,4,no,no,no,no,no,no,no,no
4,2,3,1,0,0,2,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
3,1,4,0,0,0,1,0,no,no,yes,no,no,no,no,no
3,1,3,0,0,0,1,0,no,no,yes,no,no,no,no,no
105,11,15,31,18,0,11,5,no,no,no,no,no,no,no,no
2,0,2,0,0,0,0,0,no,no,yes,no,no,no,no,no
11,2,17,1,4,0,2,2,no,no,yes,no,no,no,no,no
5,3,2,3,0,0,3,0,no,no,no,no,no,no,no,no
8,2,1,1,0,0,2,0,no,no,yes,no,no,no,no,no
4,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
52,5,8,0,5,0,4,3,no,no,no,no,no,no,no,no
3,1,2,0,0,0,1,0,no,no,yes,no,no,no,no,no
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
9,2,2,1,0,0,2,1,no,no,yes,no,no,no,no,no
70,1,5,0,0,0,1,48,no,yes,no,no,no,no,no,no
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
10,2,2,1,2,0,2,0,no,no,yes,no,no,no,no,no
36,8,5,3,18,0,3,0,no,no,no,no,no,no,no,yes
35,3,8,0,3,0,3,2,no,no,no,no,no,no,no,no
20,1,2,0,0,0,1,9,no,yes,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
6,0,12,0,0,0,0,4,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
3,1,3,0,0,0,1,0,no,no,yes,no,no,no,no,no
97,17,50,0,35,0,9,10,no,no,no,no,no,no,no,yes
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
498,80,87,432,76,0,41,20,no,no,no,no,no,no,no,yes
13,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
10,2,8,0,4,0,2,1,no,no,yes,no,no,no,no,no
15,3,5,1,4,0,3,3,no,no,no,no,no,no,no,no
31,5,9,0,9,0,1,3,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
3,1,6,0,0,0,1,0,no,no,yes,no,no,no,no,no
40,8,2,28,0,0,8,7,no,no,no,no,no,no,no,no
12,1,1,0,0,0,1,8,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
13,1,2,0,0,0,1,3,no,no,no,no,no,no,no,no
16,3,4,0,7,0,1,0,no,no,yes,no,no,no,no,no
2,0,1,0,0,0,0,0,no,no,yes,no,no,no,no,no
24,4,9,1,3,0,2,3,no,no,no,no,no,no,no,no
10,5,4,0,10,0,1,0,no,no,yes,no,no,no,no,no
1,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
24,1,1,0,0,0,1,20,no,yes,no,no,no,no,no,no
4,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
7,1,0,0,4,0,1,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
23,5,10,0,11,0,1,2,no,no,yes,no,no,no,no,no
17,1,2,0,0,0,1,6,no,no,no,no,no,no,no,no
196,28,12,0,31,0,2,5,no,no,no,no,no,no,no,no
3,0,1,0,0,0,0,1,no,no,yes,no,no,no,no,no
8,1,10,0,3,0,1,2,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
9,1,1,0,0,0,1,5,no,no,no,no,no,no,no,no
25,7,3,3,5,0,3,0,no,no,no,no,no,no,no,no
29,1,4,0,0,0,1,7,no,no,no,no,no,no,no,no
8,6,5,15,0,0,6,0,no,no,no,no,no,no,no,no
9,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
4,2,3,1,0,0,2,0,no,no,yes,no,no,no,no,no
8,2,17,1,0,0,2,0,no,no,yes,no,no,no,no,yes
17,1,1,0,0,0,1,13,no,yes,no,no,no,no,no,no
192,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
16,1,20,0,13,0,1,5,no,no,no,no,no,no,no,yes
10,1,4,0,7,0,1,0,no,no,yes,no,no,no,no,no
31,1,3,0,0,0,1,13,no,yes,no,no,no,no,no,no
166,26,32,14,49,0,9,17,no,no,no,no,no,no,no,no
117,10,11,4,22,0,5,26,no,no,no,no,no,no,no,no
362,74,69,305,144,0,27,16,no,no,no,no,no,no,no,no
9,2,7,0,2,0,2,1,no,no,yes,no,no,no,no,no
4,2,5,1,0,0,2,0,no,no,yes,no,no,no,no,no
49,3,4,1,7,0,3,1,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
10,2,3,1,2,0,2,0,no,no,yes,no,no,no,no,no
23,0,6,0,0,0,0,21,no,yes,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
