@RELATION code_smells_extended

@ATTRIBUTE cbo NUMERIC
@ATTRIBUTE cbomodified NUMERIC
@ATTRIBUTE fanin NUMERIC
@ATTRIBUTE fanout NUMERIC
@ATTRIBUTE wmc NUMERIC
@ATTRIBUTE dit NUMERIC
@ATTRIBUTE noc NUMERIC
@ATTRIBUTE rfc NUMERIC
@ATTRIBUTE lcom NUMERIC
@ATTRIBUTE lcom* NUMERIC
@ATTRIBUTE tcc NUMERIC
@ATTRIBUTE lcc NUMERIC
@ATTRIBUTE totalmethodsqty NUMERIC
@ATTRIBUTE staticmethodsqty NUMERIC
@ATTRIBUTE publicmethodsqty NUMERIC
@ATTRIBUTE privatemethodsqty NUMERIC
@ATTRIBUTE protectedmethodsqty NUMERIC
@ATTRIBUTE defaultmethodsqty NUMERIC
@ATTRIBUTE visiblemethodsqty NUMERIC
@ATTRIBUTE abstractmethodsqty NUMERIC
@ATTRIBUTE finalmethodsqty NUMERIC
@ATTRIBUTE synchronizedmethodsqty NUMERIC
@ATTRIBUTE totalfieldsqty NUMERIC
@ATTRIBUTE staticfieldsqty NUMERIC
@ATTRIBUTE publicfieldsqty NUMERIC
@ATTRIBUTE privatefieldsqty NUMERIC
@ATTRIBUTE protectedfieldsqty NUMERIC
@ATTRIBUTE defaultfieldsqty NUMERIC
@ATTRIBUTE finalfieldsqty NUMERIC
@ATTRIBUTE synchronizedfieldsqty NUMERIC
@ATTRIBUTE nosi NUMERIC
@ATTRIBUTE loc NUMERIC
@ATTRIBUTE returnqty NUMERIC
@ATTRIBUTE loopqty NUMERIC
@ATTRIBUTE comparisonsqty NUMERIC
@ATTRIBUTE trycatchqty NUMERIC
@ATTRIBUTE parenthesizedexpsqty NUMERIC
@ATTRIBUTE stringliteralsqty NUMERIC
@ATTRIBUTE numbersqty NUMERIC
@ATTRIBUTE assignmentsqty NUMERIC
@ATTRIBUTE mathoperationsqty NUMERIC
@ATTRIBUTE variablesqty NUMERIC
@ATTRIBUTE maxnestedblocksqty NUMERIC
@ATTRIBUTE anonymousclassesqty NUMERIC
@ATTRIBUTE innerclassesqty NUMERIC
@ATTRIBUTE lambdasqty NUMERIC
@ATTRIBUTE uniquewordsqty NUMERIC
@ATTRIBUTE modifiers NUMERIC
@ATTRIBUTE logstatementsqty NUMERIC
@ATTRIBUTE is_functional_decomposition {yes,no}
@ATTRIBUTE is_data_class {yes,no}
@ATTRIBUTE is_lazy_class {yes,no}
@ATTRIBUTE has_long_method {yes,no}
@ATTRIBUTE has_long_parameter_list {yes,no}
@ATTRIBUTE is_spaghetti {yes,no}
@ATTRIBUTE is_swiss_army_knife {yes,no}
@ATTRIBUTE is_blob {yes,no}

@DATA
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,0,0,0,0,0,0,2,0,10,16,0,no,no,yes,no,no,no,no,no
20,21,1,20,3,1,0,18,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,6,0,0,6,0,0,6,0,0,31,1,0,0,0,0,0,1,15,0,19,1,0,0,0,62,1,0,no,no,no,no,no,no,no,no
14,15,1,14,3,1,0,7,1,0.5833333,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,4,0,0,4,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,4,0,0,0,0,32,1,0,no,no,no,no,no,no,no,no
1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,8,0,no,no,yes,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,16,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,11,0,0,0,0,25,24,0,no,yes,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,4,0,0,0,0,21,25,0,no,no,no,no,no,no,no,no
2,2,0,2,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,41,0,0,0,0,0,20,0,0,0,20,0,0,1,0,50,25,0,no,yes,no,no,no,no,no,no
14,15,1,14,9,1,0,27,0,0.50000006,0.8666667,1.0,6,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,6,0,0,128,5,0,0,1,0,16,0,19,3,19,1,0,2,0,64,1,0,no,no,no,no,no,no,no,no
14,21,7,14,3,2,0,12,1,0.6,0.33333334,0.33333334,3,1,3,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,18,3,0,0,0,0,9,1,2,0,7,0,0,0,0,30,1,0,no,no,no,no,no,no,no,no
7,8,1,7,3,1,0,5,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,1,0,2,0,3,0,0,0,2,20,1,0,no,no,no,no,no,no,no,no
3,4,1,3,1,1,0,1,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,6,1,0,0,0,0,4,0,0,1,1,0,0,0,0,40,1,0,no,no,yes,no,no,no,no,no
3,8,5,3,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,9,0,0,0,0,14,24,0,no,yes,no,no,no,no,no,no
4,22,18,4,4,1,0,5,0,0.16666667,1.0,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,1,0,2,21,1,0,0,0,0,0,0,5,0,3,1,0,0,0,18,1,0,no,no,no,no,no,no,no,no
2,2,0,2,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,15,25,0,no,no,no,no,no,no,no,no
5,5,0,5,4,1,0,9,4,0.5,0.16666667,0.16666667,4,0,3,0,0,1,4,0,0,0,1,0,0,0,0,1,1,0,2,40,3,0,0,0,0,26,1,14,1,14,0,0,0,0,40,26,0,no,no,no,no,no,no,no,no
15,17,2,15,6,1,0,9,8,0.73333335,0.0,0.0,5,0,5,0,0,0,5,0,0,0,3,1,0,3,0,0,1,0,0,41,5,0,0,1,0,4,0,4,0,6,1,1,0,0,40,1,0,no,no,no,no,no,no,no,no
10,10,0,10,6,1,0,4,0,0.0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,2,0,0,47,3,0,0,2,0,8,0,8,3,8,1,0,1,0,34,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,2,0,0,0,0,10,25,0,no,no,yes,no,no,no,no,no
4,5,1,4,3,1,0,5,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,15,1,0,0,0,0,5,0,1,0,1,0,0,0,0,22,1,0,no,no,no,no,no,no,no,no
2,3,1,2,1,2,0,2,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,1,0,no,no,yes,no,no,no,no,no
4,4,0,4,2,1,0,5,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,13,2,0,0,0,0,8,0,5,1,5,0,0,0,0,35,26,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,13,24,0,no,no,no,no,no,no,no,no
5,5,0,5,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,124,0,0,0,0,0,1,0,0,0,4,0,0,4,0,12,25,0,no,no,no,no,no,no,no,no
9,10,1,9,12,1,0,26,3,0.6666667,?,?,3,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,60,2,2,1,0,0,12,5,22,0,17,2,0,0,0,91,1,0,no,no,no,no,no,no,no,no
4,5,1,4,2,2,0,0,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,no,no,yes,no,no,no,no,no
11,13,2,11,10,2,0,20,0,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,8,0,0,8,0,0,0,0,0,73,2,0,0,0,0,17,6,33,0,33,1,0,0,0,35,1,0,no,no,no,no,no,no,no,no
8,11,3,8,9,1,0,0,36,0.0,0.0,0.0,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,no,no,no,no,yes,no,no,no
2,2,0,2,9,1,0,11,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,37,1,1,0,0,0,3,0,16,0,9,2,0,0,0,26,26,0,no,no,yes,no,no,no,no,no
15,15,0,15,2,1,0,3,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,12,2,0,0,0,0,134,0,0,1,2,0,0,0,0,310,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,4,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,no,no,yes,no,no,no,no,no
11,16,5,11,1,2,0,11,0,0.14285715,?,?,1,1,1,0,0,0,1,0,0,0,7,1,0,7,0,0,1,0,1,20,1,0,0,0,0,14,0,9,0,15,0,0,0,0,32,1,0,no,no,no,no,no,no,no,no
4,5,1,4,1,1,0,0,0,0.0,?,?,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,no,no,yes,no,no,no,no,no
75,77,2,75,213,1,0,257,69,0.8821548,0.74099886,0.90592337,55,0,42,13,0,0,42,0,0,0,27,0,0,27,0,0,27,0,17,1109,39,13,29,0,7,71,25,360,15,357,5,0,0,0,322,1,5,no,no,no,yes,no,yes,no,yes
10,10,0,10,1,1,0,5,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,3,0,0,0,0,18,1,0,no,no,yes,no,no,no,no,no
19,20,1,19,19,1,0,37,3,0.6666667,1.0,1.0,6,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,91,3,2,2,0,0,20,1,24,0,22,3,0,0,0,53,1,0,no,no,no,no,no,no,no,no
2,11,9,2,8,1,0,0,28,0.0,0.0,0.0,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,no,no,no,no,no,no,no,no
4,4,0,4,1,1,0,0,0,0.0,?,?,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,no,no,yes,no,no,no,no,no
2,2,0,2,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,2,0,0,1,0,12,25,0,no,no,yes,no,no,no,no,no
2,3,1,2,1,2,0,2,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,7,0,0,2,0,0,0,0,0,34,1,0,no,no,yes,no,no,no,no,no
20,21,1,20,20,1,0,38,8,0.70000005,0.0,0.0,5,0,2,3,0,0,2,0,0,0,2,1,0,2,0,0,2,0,39,128,4,2,11,1,0,2,4,54,0,47,4,0,0,0,94,1,1,no,no,no,yes,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,19,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,16,0,no,no,no,no,no,no,no,no
2,2,0,2,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,18,0,0,0,0,0,5,0,0,0,5,0,0,1,0,17,25,0,no,no,no,no,no,no,no,no
3,8,5,3,0,1,0,0,0,?,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,1,0,no,no,yes,no,no,no,no,no
2,2,0,2,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,2,0,0,1,0,9,25,0,no,no,yes,no,no,no,no,no
3,6,3,3,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,no,no,yes,no,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,16,1,0,no,no,yes,no,no,no,no,no
88,94,6,88,250,1,0,316,312,0.9252872,0.27272728,0.6545454,29,0,11,18,0,0,11,0,0,0,24,0,0,24,0,0,24,0,1,1065,18,12,37,1,4,105,10,376,4,317,4,0,0,3,350,1,0,no,no,no,yes,yes,yes,no,yes
6,6,0,6,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,62,0,0,0,0,0,4,0,0,0,9,0,0,5,0,23,24,0,no,yes,no,no,no,no,no,no
7,8,1,7,8,1,0,4,0,0.0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,48,6,0,1,2,0,7,1,10,5,10,1,0,1,0,46,1,0,no,no,no,no,no,no,no,no
16,17,1,16,3,1,0,7,1,0.6111111,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,6,0,0,6,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,6,0,0,0,0,36,1,0,no,no,no,no,no,no,no,no
0,0,0,0,1,1,0,1,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,4,4,3,0,0,1,4,0,1,8,0,0,0,0,0,3,0,4,0,4,0,0,0,0,24,17,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,24,0,no,no,yes,no,no,no,no,no
2,7,5,2,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,2,0,0,0,0,13,25,0,no,no,yes,no,no,no,no,no
21,21,0,21,6,1,0,12,3,0.53333336,0.4,0.4,6,0,6,0,0,0,6,0,0,0,5,1,0,5,0,0,5,0,0,31,6,0,0,0,0,20,0,4,0,8,0,0,0,0,55,1,0,no,no,no,no,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,19,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,2,1,0,3,1,0.0,?,?,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,2,0,2,0,0,0,0,10,17,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
12,13,1,12,2,1,0,6,0,0.25,1.0,1.0,2,0,1,0,1,0,2,0,0,0,2,0,0,2,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,19,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
0,0,0,0,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,0,no,no,no,no,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,21,1,0,no,no,yes,no,no,no,no,no
15,15,0,15,2,1,0,3,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,12,2,0,0,0,0,4,0,0,0,2,0,0,0,0,26,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,16,0,no,no,yes,no,no,no,no,no
4,4,0,4,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,34,0,0,0,0,0,7,0,0,0,10,0,0,3,0,25,24,0,no,yes,no,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,16,0,no,no,yes,no,no,no,no,no
15,16,1,15,42,1,0,49,180,0.8928572,0.025,0.025,21,0,16,5,0,0,16,0,0,0,4,3,0,4,0,0,4,0,4,174,27,4,9,0,0,42,8,38,2,38,2,0,0,0,97,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,9,24,0,no,no,yes,no,no,no,no,no
4,4,0,4,2,1,0,7,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,1,4,0,4,1,0,0,0,18,18,0,no,no,yes,no,no,no,no,no
2,3,1,2,4,2,0,0,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,16,0,0,6,0,0,0,0,0,23,1,0,no,no,no,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.975,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,40,40,40,0,0,0,40,0,0,45,0,0,0,0,0,39,1,40,0,40,0,0,0,0,123,17,0,no,yes,no,no,no,no,no,no
2,2,0,2,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,5,0,0,0,0,14,25,0,no,no,no,no,no,no,no,no
7,12,5,7,1,1,0,8,0,0.9375,?,?,1,1,1,0,0,0,1,0,0,0,16,0,0,16,0,0,0,0,3,22,1,0,0,0,0,1,0,1,0,18,0,0,0,1,40,1,0,no,yes,no,no,no,no,no,no
61,67,6,61,51,1,0,81,3,0.6734694,0.42857143,0.71428573,7,0,7,0,0,0,7,0,0,0,14,0,0,14,0,0,14,0,5,292,5,1,18,0,5,0,1,135,0,97,4,0,0,2,177,1,0,no,no,no,yes,yes,no,no,no
2,8,6,2,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,no,no,no,no,no,no,no,no
10,10,0,10,1,1,0,14,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0,16,1,0,0,0,0,1,1,5,0,7,0,0,0,0,62,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,4,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,1,0,0,0,50,1,0,no,no,yes,no,no,no,no,no
1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,8,0,no,no,yes,no,no,no,no,no
7,10,3,7,5,2,0,1,0,0.4,0.33333334,0.5,5,1,4,1,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,19,3,0,0,0,0,3,0,2,0,2,0,0,0,0,13,1,0,no,no,no,no,no,no,no,no
4,4,0,4,1,1,0,5,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,1,0,1,0,0,0,0,15,18,0,no,no,yes,no,no,no,no,no
7,7,0,7,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,18,1,0,no,no,yes,no,no,no,no,no
5,7,2,5,4,1,0,7,1,0.0,?,?,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,22,2,0,2,0,1,0,0,5,0,3,2,0,0,0,27,1,0,no,no,yes,no,no,no,no,no
9,11,2,9,3,2,0,12,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,25,1,0,0,0,0,2,0,9,0,9,1,1,0,0,34,17,0,no,no,yes,no,no,no,no,no
4,7,3,4,0,1,0,0,0,?,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,1,0,no,no,no,no,no,no,no,no
7,8,1,7,1,1,0,3,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0,27,1,0,0,0,0,1,0,2,1,4,0,0,1,0,19,1,0,no,no,yes,no,no,no,no,no
8,8,0,8,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,18,1,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,13,24,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,24,0,no,no,no,no,no,no,no,no
5,5,0,5,3,1,0,5,0,0.0,?,?,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,1,0,0,0,0,1,0,1,2,0,0,0,16,-1,0,no,no,yes,no,no,no,no,no
7,7,0,7,1,1,0,12,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,16,1,0,0,0,0,1,2,5,0,6,0,0,0,0,60,1,0,no,no,yes,no,no,no,no,no
3,3,0,3,2,1,0,5,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,22,0,8,1,8,0,0,0,0,46,28,0,no,no,yes,no,no,no,no,no
2,3,1,2,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,no,no,no,no,no,no,no,no
8,9,1,8,4,1,0,12,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,22,1,0,0,0,0,0,0,6,0,6,1,0,0,0,28,1,0,no,no,yes,no,no,no,no,no
14,26,12,14,43,2,0,33,32,0.725,0.19444445,0.25,12,1,8,3,0,1,9,0,0,0,10,0,0,10,0,0,0,0,0,186,10,2,2,0,0,56,4,53,0,32,4,0,0,0,70,17,0,no,no,no,yes,yes,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,16,1,0,no,no,yes,no,no,no,no,no
8,8,0,8,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,18,1,0,no,no,yes,no,no,no,no,no
5,6,1,5,6,1,0,6,0,0.0,1.0,1.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,1,0,0,21,2,0,0,0,0,0,0,1,0,1,0,0,0,1,22,1,0,no,no,no,no,no,no,no,no
2,6,4,2,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,no,no,no,no,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,21,1,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,5,0,0,0,0,15,24,0,no,no,no,no,no,no,no,no
49,50,1,49,20,1,0,24,36,0.8229167,0.3888889,0.44444445,12,0,9,3,0,0,9,0,0,0,8,0,0,8,0,0,8,0,0,93,10,0,3,0,1,127,0,18,8,26,1,0,0,0,173,1,0,no,no,no,no,no,no,no,no
